Index,Comentario,Fecha;;;;,clasificacion,valoracion
779,Excelente,27 de octubre de 2022;;;;,<general>,Positivo
780,Muy buena experiencia de vacaciones en familia para volver a repetir en un futuro no muy lejano para seguir disfrutando de sus actividades,27 de octubre de 2022;;;;,<general>,Positivo
781,Genial,27 de octubre de 2022;;;;,<general>,Positivo
782,"Es un parque para nada caminar comer y disfrutar del extraordinario show de noche no te lo puedes perder.Ve ya listo co  tu  ropa y zapatos para el agua tendras loker disponible para guardar todo de ahi  inicia tus recorridos por los rios si van en grupo hagan las actividades juntos para evitar separarse, solo incluye 1 comida buffet, hay varios shows por el parque pero no pudimps ver ninguno xq andabamos haciendo otras actividades, el show nocturno no puedes  perdertelo seria  un sacrilegio hacerlo lleva 1 muda de ropa y zapatos ligeros para darte un  bano y disfrutar a gusto.  Lleva efectivo o tarjeta para tus regalos y fotos ",26 de octubre de 2022;;;;,"general, naturaleza/atracciones, buffet, show, no clasificable","Positivo, Positivo, Neutro, Positivo, Neutro"
783,El mejor show Mexicano y mucho por visitar en este parque,26 de octubre de 2022;;;;,"general, show",Positivo
784,"ya viene siendo mi segunda visita a Xcaret, visite diferentes atracciones, hice actividades acuaticas no incluidas y me sigue pareciendo enormemente enigmatico, las actividadees no incluidas puede como sugenrencia que tengan mayor duracion. El show nocturno impecable",26 de octubre de 2022;;;;,"general, naturaleza/atracciones, show","Positivo, Neutro, Positivo"
785,Divertido total,25 de octubre de 2022;;;;,<general>,Positivo
786,Que se lleven cosas comodas y todas las ganas de divertirse y por supuesto dinero extra y poder gozar de las actividades,25 de octubre de 2022;;;;,"<general>, <no clasificable>",Neutro
787,Las mejores vacaciones!!,25 de octubre de 2022;;;;,<general>,Positivo
788,"La mejor experiencia!, Encuentras todo, animales, mar, actividades acuaticas, varios shows durante el dia, el rio imperdible, la comida bufet deliciosa y cerrar con broche de oro ya que el show de cierre lo mejor!!!",25 de octubre de 2022;;;;,"general, animales, show, buffet, naturaleza/atracciones",Positivo
789,Excelente,25 de octubre de 2022;;;;,<general>,Positivo
790,"Todo excelente. Vayan temprano al Show de Mexico Espectacular, para que agarren buen asiento, se llena super rapido.",24 de octubre de 2022;;;;,"general, show","positivo, positivo"
791,Experiencia Unica,24 de octubre de 2022;;;;,<general>,Positivo
792,"Nada por el rio subterraneo fue una experiencia genial.Lo malo, los precios en el parque exagerados",23 de octubre de 2022;;;;,"naturaleza/atracciones, precio","Positivo, Negativo"
793,Increible el parque pero agotadora insistencia en pagar mas,23 de octubre de 2022;;;;,"<general>, <precio>","Positivo, Negativo"
794,"El parque es increible, vale la pena recorrerlo y disfrutarlo todo. El show nocturno esta buenisimo y recorre la cultura y la historia de Mexico. Nosotras hicimos ademas el tour de snorkel, hermoso el arrecife, lleno de corales y pececitos. Algo que nos paso en todo Mexico y realmente es agotador, es el hecho de que esten constantemente ofreciendote cosas extras. Contratamos el transporte de Xcaret y el guia, mas alla de su amabilidad, estuvo alrededor de 50 minutos hablandonos de todos los extras que podiamos contratar. No solo eso, sino que al entrar al parque nos dejo directamente en la fila de reservaciones, cuando habia gente que no queria contratar nada y no entendia si debia hacer la fila igual o no. Es muy agotador porque sin siquiera haber pisado el parque, por el cual ya pagamos una entrada que no es nada barata, ya nos estan queriendo hacer gastar mas plata. El parque sin ningun agregado es increible, pero esa actitud previa ya te hace creer que debe ser malo porque sino por que solo me hablan de los extras? Ojala lo modifiquen, porque realmente es insoportable y opaca toda la buena experiencia que el parque transmite.",1 de noviembre de 2022;;;;,"general, show, naturaleza/atracciones, trato personal, precio","Positivo, Positivo, Positivo, Negativo, Negativo"
795,Lo mejoor,22 de octubre de 2022;;;;,<general>,Positivo
796,"Lo mejor del mundo, no hay palabras para explicar esta emocion, el show y las areas sin unicas e inigualables",22 de octubre de 2022;;;;,"general, show, naturaleza/atracciones",Positivo
797,Una estafa para turistas novatos,22 de octubre de 2022;;;;,"<general>, <precio>",Negativo
798,"Estafa en todos los sentidos, es una empresa sacacuartos. No la hagais, la entrada a Xichen Itza es baratisima, sale mas rentable coger un coche e ir directamente o pillar transporte. Con la empresa te sale por 124 euros por persona y no vale eso ni de cona, la entrada no llega a 30 euros, los otros 100 es para el bus, el buffet que no incluye bebidas y de calidad pesima y el cenote que no da tiempo a disfrutarlo porque dan hora y media para comer y banarte. La visita a Valladolid de risa, 20 minutos. Encima querian propina, no se la di aunque no insistieron.",21 de octubre de 2022;;;;,"general, precio, buffet, transporte a hoteles, trato personal, no clasificable","Negativo, Negativo, Negativo, Negativo, Negativo, Negativo"
799,Maravillosaaaaa,21 de octubre de 2022;;;;,<general>,Positivo
800,"Xcaret es hermoso , dia espectacular, con actividades para todos.El rito maya fue muy gratificante.",20 de octubre de 2022;;;;,"<general>, <naturaleza/atracciones>, <show>","Positivo, Positivo, Positivo"
801,Caminar y descubrir es lo mejor,19 de octubre de 2022;;;;,"<general>, <naturaleza/atracciones>",Positivo
802,"Me encanto todo, pero me gusto mucho la tranquilidad que daba caminar en cada espacio, los animales y aunque no sabia nadar me encanto el paseo por el rio subterraneo",19 de octubre de 2022;;;;,"general, naturaleza/atracciones, animales","Positivo, Positivo, Positivo"
803,Hermoso parque para no perderse,18 de octubre de 2022;;;;,<general>,Positivo
804,"Conviene llegar bien temprano para aprovechar todo el parque.En primer lugar hacer los tuneles que lleva bastante tiempo y son realmente preciosos.El show nocturno dudabamos en hacerlo pero por lo menos una vez si no fuiste nunca, hay que verlo. Tiene mucho de su cultura y es muy emocionante realmente. Un despliegue increible.Muchisima gente por todos lados.. armarse de pacienciaSacamos el ticket con restaurante pero llegamos un poco tarde con lo cual no habia tanta oferta de comidas...Hicimos la actiividad de Sea treck y fue super divertidaMe quede con ganas de recorrerlo mas; algun dia volveremos en familia!",18 de octubre de 2022;;;,"general, naturaleza/atracciones, show, buffet, no clasificable","Positivo, Positivo, Positivo, Negativo, Neutro"
805,muy buena,17 de octubre de 2022;;;;,<general>,Positivo
806,"muy bueno todo, la cantidad de actividades son asombrosas, la pre disposicion para la atencion es muy buena,",17 de octubre de 2022;;;;,"<general>, <trato personal>","Positivo, Positivo"
807,Visita obligatoria,17 de octubre de 2022;;;;,<general>,Positivo
808,Muy bonito todo bien organizado excelentes restaurantes shows increiblesNo se pudo conocer todo por falta de tiempo,17 de octubre de 2022;;;;,"general, buffet, show, no clasificable","Positivo, Positivo, Positivo, Neutro"
809,Paso familiar,16 de octubre de 2022;;;;,<no clasificable>,Neutro
810,"El parque es espectacular, hay que tratar de ir temprano para disfrutarlo todo. Y en lo posible si vas por primera vez evita todos los extras ya que sera imposible hacerlo todo. Si bien no se puede entrar con comida el precio de los snacks dentro del parque tampoco son exorbitantes tomando en cuenta el lugar.Lo ideal es ir con un plan para recorrerlo bien, sino se puede caer en el error de recorrer dos (o mas veces) el mismo sitio.Es un lugar ideal para ir con ninos.",16 de octubre de 2022;;;;,"<general>, <precio>, <no clasificable>","Positivo, Positivo, Neutro"
811,Una agradable experiencia,16 de octubre de 2022;;;;,<general>,Positivo
812,"Siempre es un placer regresar a Xcaret, disfrutas el parque en cada actividad que haces, sobre todo los rios, aviario, mariposario entre mas de 40 cosas que puedes hacer. En esta ocasion hicimos la Adrenalina, sea trek y el tmascal. Ya saben que es un parque obligado si vienen a Cancun o la Rivera Maya,",15 de octubre de 2022;;;;,"general, naturaleza/atracciones",Positivo
813,Divertido,15 de octubre de 2022;;;;,<general>,Positivo
814,"Excelente todo, es una parque que fisicamente exige mucho. Asi que prepararse ayuda mucho, los rios 100/100",14 de octubre de 2022;;;;,"general, naturaleza/atracciones","Positivo, Positivo"
815,"Falta acompanamiento en el recorrido, cuando va solo con su familia y no en tour, se encuentra solo y no hay guias.",14 de octubre de 2022;;;;,no clasificable,Negativo
816,"Los animales, la vegetacion, el recorrido en el agua,, falta mas guia turistico para recorrer, hay personas de Xcaret que les falta ser mas cordiales, son muy cortantes cuando uno pide informacion, no lo dejan comer tranquilo en el buffet,estan presionando para que termine rapido, y no dejan reposar el almuerzo.El espectaculo de la noche bien.",13 de octubre de 2022;;;;,"animales, naturaleza/atracciones, trato personal, buffet, show","Positivo, Negativo, Negativo, Negativo, Positivo"
817,El mejor parque!,13 de octubre de 2022;;;;,<general>,Positivo
818,"El parque es maravilloso! La gente que trabaja ahi es muy amable, la comida es deliciosa y tiene demasiadas actividades, imposible verlo en un dia regresaria mil veces",23 de octubre de 2022;;;;,"<general>, <trato personal>, <buffet>, <naturaleza/atracciones>","Positivo, Positivo, Positivo, Positivo"
819,Excelente,14 de octubre de 2022;;;;,<general>,Positivo
820,"Recorrido al parque muy bonita experiencia. El show es espectacularA mi familia,nos queda un recuerdo muy bonito de visitar el parque y la muestra de la cultura mexicana",12 de octubre de 2022;;;;,"general, show","Positivo, Positivo"
821,Unica experiencia,11 de octubre de 2022;;;;,<general>,Positivo
822,"Todo estuvo espectacular, el problema es el tiempo es muy poco para todo lo que se tiene que hacer y disfrutar",11 de octubre de 2022;;;;,"<general>, <no clasificable>","Positivo, Neutro"
823,Extraordinaria experiencia,11 de octubre de 2022;;;;,<general>,Positivo
824,"Excelente experiencia,bellisimo parque,muchas cosas por hacer,lo malo es que nos recogian muy tarde y se pierde tiempo de visitar el parque",11 de octubre de 2022;;;;,"general, naturaleza/atracciones, transporte a hoteles","Positivo, Positivo, Negativo"
825,Extraordinaria,11 de octubre de 2022;;;;,<general>,Positivo
826,"El show de las 9 pm es el mas emotivo me hizo llorar y pasar un cumpleanos inigualable, pero en cuanto el parque no tener rutas ordenadas complica mucho el andar deberia ser mas organizado.",11 de octubre de 2022;;;;,"show, general","positivo, negativo"
827,Fabuloso,10 de octubre de 2022;;;;,<general>,Positivo
828,"Me encanto!!!  Es lugar que te acerca a la naturaleza,  caminas mucho por lo que lleva zapatos comodos!!!! Pero en general esta genial experiencias unicas.. lleva tu shamppo, jabon, crema y un cambio de ropa seco",10 de octubre de 2022;;;;,"general, naturaleza/atracciones","Positivo, Positivo"
829,Desagradable por un detalle,9 de octubre de 2022;;;;,<no clasificable>,Negativo
830,"Las camaras fotograficas no estan muy bien enfocadas.  Deberian revisar ello.  El show de delfines fue una decepcion la entrenadora Ariana Alvarez no dio el show completo porque tenian un 3 y cambiaron al delfin 2 o 3 veces.  Las fotos del show del delfin estan horriblemente tomadas, se ve que la persona que toma las fotos solo las toma por tomar y es demasiado distraida le estaban hablando para que tomara unas fotos y nunca fue a tomarlas, es opcional comprarlas pero las que te toman son muy mal enfocadas,  por lo que pagas del show te gustaria llevarte una bonita foto pero no valen la pena las fotos que te toman.Lo demas del parque es bonito. El show del final igual es muy emocionante.Pero ese detalle de los delfines fue muy malo.",8 de octubre de 2022;;;;,"show, no clasificable, general","Negativo, Negativo, Positivo"
831,Definitivamente volveria,7 de octubre de 2022;;;;,<general>,Positivo
832,El ticket plus lo recomiendo para entrar primero y evitar filas. De las actividades extra solo fuimos al Snorkel,7 de octubre de 2022;;;;,"general, no clasificable","Positivo, Neutro"
833,Magnifico,6 de octubre de 2022;;;;,<general>,Positivo
834,"El recorrido en el rio, el show nocturno, la aventura para encontrar los sellos ocultos del pasaporte....",6 de octubre de 2022;;;;,"general, show",positivo
835,Increible experiencia,6 de octubre de 2022;;;;,<general>,Positivo
836,Desde los buses hasta el Show Mexico espectacular se vive la calidas y una experiencia inigualable. Me llevo los mejores recuerdos.,6 de octubre de 2022;;;;,"general, show, transporte a hoteles",positivo
837,Increible,6 de octubre de 2022;;;;,<general>,Positivo
838,"La experiencia por si sola es muy buena, pero al comprar el pasaporte te obliga a ir a todos los puntos de parque y conocer mucho mas, ademas de divertirte al maximo tratando de acumular todos los sellos",5 de octubre de 2022;;;;,"<general>, <naturaleza/atracciones>",Positivo
839,Una experiencia increible.,5 de octubre de 2022;;;;,<general>,Positivo
840,"Fue una experiencia inolvidable, de verdad que me diverti muchisimo, todos fueron muy amables y las instalaciones con una limpieza muy destacada. Totalmente recomendable comprar el pasaporte en alguna de sus tiendas, te exije recorrer todo el parque sin perder detalle. Un lugar como pocos.",5 de octubre de 2022;;;;,"<general>, <trato personal>, <naturaleza/atracciones>","Positivo, Positivo, Positivo"
841,Es precioso!!,4 de octubre de 2022;;;;,<general>,Positivo
842,"Es precioso, simplemente tienen que vivir la experiencia de estar ahi  el show nocturno es espectacular sobretodo la parte de representacion prehispanica maya.",4 de octubre de 2022;;;;,"general, show","Positivo, Positivo"
843,La mejor experiencia en mexico,3 de octubre de 2022;;;;,<general>,Positivo
844,"Excelente coordinacion , horarios , amabilidad muy buena experiencia con los guias y conductor un profesional. Diversidad de gastronomia excelente show nocturno. Los precios dentro de las instalaciones son excesivamente altos.",3 de octubre de 2022;;;;,"trato personal, buffet, show, precio","Positivo, Positivo, Positivo, Negativo"
845,ESPECTACULAR,3 de octubre de 2022;;;;,<general>,Positivo
"846|""Un parque enorme y muy lindo, una experiencia increible conociendo los rios flotantes, la comida deliciosa en el Restaurant """"La Cocina"""", el paquete de fotos me parece la mejor inversion que se puede hacer para disfrutar el parque y tener los mejores recuerdos y, para cerrar, el show nocturno es ESPECTACULAR, sin duda alguna muy recomendable si quieres conocer este parque, aunque necesitas mas de 1 dia entero""|3 de octubre de 2022;;;;",,,No disponible,No disponible
847,felicidad,3 de octubre de 2022;;;;,no clasificable,positivo
848,"en general desde que te subes al bus hasta que te dejan en el hotel, el show de la noche y los rios.",2 de octubre de 2022;;;;,"general, show, transporte a hoteles, naturaleza/atracciones",Positivo
849,Aventura fantastica,2 de octubre de 2022;;;;,<general>,Positivo
850,Realmente entretenido y una experiencia fantastica ... el almuerzo ESPECTACULAR!!!En realidad una aventura sin igual,1 de octubre de 2022;;;;,"general, buffet","Positivo, Positivo"
851,Inolvidable  la recordaremos toda la familia. De todos nuestros viajes el mejor.,1 de octubre de 2022;;;;,<general>,Positivo
852,"El nado con snorkel en el subterranea es inolvidable La experiencia mas hermosa de toda mi vida, es algo que mi hija me dijo. De hecho fue su respuesta cuando la  profesora les pidio que dibujaran algo que habian hecho. Y les puedo decir del espectaculo de noche espectacular con muchas vivencias de nuestros antepasados recreadas de tal manera que te transportan a cada una de esas epocas. Vale la pena sin duda vivir esta aventura. Ofrecen tambien un buffet delicioso.",30 de septiembre de 2022;;;;,"naturaleza/atracciones, show, buffet","Positivo, Positivo, Positivo"
853,WoooooW,30 de septiembre de 2022;;;;,<no clasificable>,Positivo
854,"Todo el personal es muy atento y servicial, pero algo que deberian de explicar es que si vas a hacer los rios no es necesario contratar el locker en caso de haber adquirido el paquete plus ya que te envian gratis tus cosas al final de los rios.Los alimentos fueron excelentes,Con referencia al Show mis respetos tienen un elenco extraordinario, que voces tan maravillosas, los maquillajes y vestuarios woow, y ni que decir de los bailarines y de la musica, yo que conozco mi pais el show me maravillo y me dieron ganas de conocer mas cosas de mis estados, para alguien de fuera estoy segura que le genero lo mimo o mas expectativas.Con respecto a los camiones me quedo sin palabras felicidades al que creo el diseno es como ir en el camion de plaza sesamo y eso hace al menos para mi pensar que voy a tener magia en el destino.Fue una  muy buena experiencia en verdad, FELICIDADES A TODO EL EQUIPO EN VERDAD !!!!",29 de septiembre de 2022;;;;,"trato personal, buffet, show, transporte a hoteles, general","Positivo, Positivo, Positivo, Positivo, Positivo"
855,Excelente,28 de septiembre de 2022;;;;,<general>,Positivo
856,"Muy hermoso todo el parque, tiene precios un poco elevados pero pudimos disfrutar de varias actividades.",28 de septiembre de 2022;;;;,"<general>, <precio>, <naturaleza/atracciones>","Positivo, Negativo, Positivo"
857,Un dia muy bien invertido,28 de septiembre de 2022;;;;,<general>,Positivo
858,"La experiencia de los rios y las diferentes atracciones es muy chevere, para compartir en familia o en grupo de amigos. El unico lunar fue con la persona que nos recogio en el hotel, ya que su actitud no fue la mejor y las indicaciones que nos brindo no fueron acertadas, al llegar al parque fueron corregidas y aclaradas. Todo lo demas excelente.",28 de septiembre de 2022;;;;,"naturaleza/atracciones, transporte a hoteles, trato personal","Positivo, Negativo, Negativo"
859,Orgullosa de Mexico,28 de septiembre de 2022;;;;,<no clasificable>,Positivo
860,"Excelente show, hace que uno se sienta orgulloso de su pais Mexico, al mismo tiempo el show es tan autentico y real que emite sentimientos placenteros",28 de septiembre de 2022;;;;,"show, general",positivo
861,"Lindo y organizado, excepto por el uso de caballos",28 de septiembre de 2022;;;;,"general, naturaleza/atracciones, animales","Positivo, Neutro, Negativo"
862,"Me gusto mucho todo, salvo la participacion de animales (caballos) en el show final, seria ideal evitarlo por el sufrimiento que debe implicarles",27 de septiembre de 2022;;;;,"general, show, animales","Positivo, Negativo, Negativo"
863,Gran produccion. Eliminaria participacion de animales en shows,27 de septiembre de 2022;;;;,"show, animales","Positivo, Negativo"
864,"Todo lindo y entretenido, solo creo que esta demas la participacion de animales (caballos) por ejemplo en el show final Mexico espectacular , considerando el suplicio que debe significar para ellos.",27 de septiembre de 2022;;;;,"general, show, animales","Positivo, Negativo, Negativo"
865,Excelente lugar,27 de septiembre de 2022;;;;,<general>,Positivo
866,El tunel de agua fue una experiencia de relajacion y enriquecedora ya que nos podemos unir como familia y conocer un lugar maravilloso.,27 de septiembre de 2022;;;;,"general, naturaleza/atracciones",Positivo
867,Maravillosa,27 de septiembre de 2022;;;;,<general>,Positivo
868,"El parque es de obligada visita si vas a Mexico, es chulisimo, tiene muchas cosas por hacer, para todas las edades y muy divertido.El rio subterraneo me gusto mucho, la comida recomiendo el restaurante mexicano (comida tipica 100%), y el espectaculo de la noche es una maravilla.Lo unico que mejoraria seria el transporte al parque. El parque abre a las 8",27 de septiembre de 2022;;;;,"general, naturaleza/atracciones, buffet, show, transporte a hoteles","Positivo, Positivo, Positivo, Positivo, Negativo"
869,Emocionante,26 de septiembre de 2022;;;;,<general>,Positivo
870,"Lugar muy lindo e interesante, con actividades para toda la familia. El espectaculo de la noche es, como su nombre, espectacular! Algo para mejorar seria que podrian establecerse las reservas de actividades de manera virtual o instalar maquinas en las que uno pueda realizar el proceso, de esta manera se evitarian filas largas a la entrada y se agilizaria el proceso.",26 de septiembre de 2022;;;;,"general, show, no clasificable","Positivo, Positivo, Neutro"
871,Excelente y entretenido,26 de septiembre de 2022;;;;,<general>,Positivo
872,"Parque muy lindo y entretenido, no se alcanza a ver todo en un dia. El show nocturno es espectacular. Hay actividades para todos los gustos, Sea treck es fascinante",25 de septiembre de 2022;;;;,"general, show, naturaleza/atracciones","Positivo, Positivo, Positivo"
873,Regresaria Nuevamente,25 de septiembre de 2022;;;;,<general>,Positivo
874,"Una muy linda experiencia, el parque lo puedes recorrer perfectamente en un dia, siempre y cuando no tomes una actividad extra (lo digo por experiencia). El show de cierre es espectacular. Volveria nuevamente a tan magnifico lugar.",24 de septiembre de 2022;;;;,"<general>, <show>","Positivo, Positivo"
875,Increible experiencia,24 de septiembre de 2022;;;;,<general>,Positivo
876,Increible hacer el recorrido por los rios subterraneos pero el espectaculo del final no lo supera nada!! Tremendo!!,24 de septiembre de 2022;;;;,"naturaleza/atracciones, show","Positivo, Positivo"
877,Lo mejor de lo mejor,23 de septiembre de 2022;;;;,<general>,Positivo
878,"Xcaret Es la  mejor inversion que  he hecho en la vida , la gente es super amable, los lugares son espectaculares, la pase de maravilla",23 de septiembre de 2022;;;;,"general, trato personal, naturaleza/atracciones","Positivo, Positivo, Positivo"
879,"Los rios de xcaret , son increibles",23 de septiembre de 2022;;;;,naturaleza/atracciones,Positivo
880,Me gusto mucho poder convivir con la naturaleza y le recomiendo mucho a los proximos viajeros ir a el rio azul es una experiencia increible .,23 de septiembre de 2022;;;;,"naturaleza/atracciones, general",Positivo
881,Vivelo!,23 de septiembre de 2022;;;;,<no clasificable>,<neutro>
882,"Xcaret es atrapante, magico, divertido, cultural y exotico. Hemos venido por 2da vez y nos esta dando ganas de venir por 3 era vez. Visitamos en 2018.",23 de septiembre de 2022;;;;,<general>,Positivo
883,Buena,23 de septiembre de 2022;;;;,<no clasificable>,Positivo
884,"Bueno vengo de Costa Rica considero q fue una bonita experiencia pero para hacer una vez,Por que? pues facil, hay muchas actividades pero no estan incluidas en tu pase plus. Y se torna aburrido el resto de actividades q se te ofrecen.Entonces pro show nocturno, conocer los celotes y /o rios subterraneos, avistamiento de animales pero en cautiverio, un parque para familiar con limitaciones economicas asi q preparate para la realidadLos contra comida limitada a una sola al dia y resto de alimentos en venta no te van a llenar ni son sanos, por tal se torna caro, brazalete limitado.Sino lo conoces pues entenderas una vez lo visites pero considero q xavage y xplor resultan mejor por tiempo de estancia y alimentacion ( casi de quienes buscan actividades )Atte Dr Kenny Cuadra",23 de septiembre de 2022;;;;,"general, naturaleza/atracciones, animales, buffet, precio, show","Neutro, Negativo, Negativo, Negativo, Negativo, Negativo"
885,Muy buena,22 de septiembre de 2022;;;;,<general>,Positivo
886,"La verdad es que ame cada parte de la experiencia y es bastante por recorrer, como para querer volver!! El servicio es excelente ademas.Solo me quedo con la preocupacion por los jaguares que parecen estresados. Sera por la gente?, O quiza por el tamano de su habitat?.",22 de septiembre de 2022;;;;,"general, trato personal, animales","Positivo, Positivo, Negativo"
887,Me encanto,22 de septiembre de 2022;;;;,<general>,Positivo
888,Muy buena experiencia me diverti muchoNo habia mucha genteAunque considero el espectaculo si deberian cambiarlo despues de cierto tiempo porque es el mismo,21 de septiembre de 2022;;;;,"<general>, <show>","Positivo, Neutro"
889,Vacaciones mexico 3029,21 de septiembre de 2022;;;;,<no clasificable>,<neutro>
890,Increible el parque .muy hermoso y ciudado. Muy bien senalizadoAdemas de las actividades incluidad en la entrada nadamos con delfines sacsmos la cena de 5 pasos para el espectaculo y nos hicimos spa de pies con los pescaditos que te comen ka piel muerta,21 de septiembre de 2022;;;;,"general, naturaleza/atracciones, show, no clasificable","Positivo, Positivo, Positivo, Neutro"
891,ESPETACULAR,21 de septiembre de 2022;;;;,<general>,Positivo
892,"todo, muy conmovedor, le encanto a la familia, la pasaron muy bien, la emocion de la gente al ver el show fue increible.",20 de septiembre de 2022;;;;,"general, show",Positivo
893,FOTOPASE - REALMENTE CUMPLEN? No,20 de septiembre de 2022;;;;,<no clasificable>,Negativo
"894|""Fuimos a  Xcaret por primera vez por recomendacion de amistades y uno de los tips que nos dieron fue adquirir el Foto Pase, aunque mis amistades no lo compraron, lo vieron muy util. Antes de comprar, nos indicaron que ademas de los sitios donde estan instaladas las camaras, tambien encontraremos en nuestro recorrido a fotografos con camisetas de un color en especifico quienes nos podrian tomar fotos personalizadas. Asi que decidi pagar por 3 personas, entre ellas 1 adulto mayor, ya que como ella no es muy buena con la tecnologia, por lo menos le serviria los fotografos personalizados. Lamentablemente esto no fue asi, o el personal dio mala informacion o a los fotografos simplemente no se les dio la gana de cumplir con su labor. En 3 ocasiones encontramos a estos """"fotografos"""", el 1ro estaba tomando fotos del paisaje y unas tomas del cielo, le pedimos que si por favor nos pudiera tomar una foto, pero este se nego porque segun el estaba encargado de hacer otro tipo de tomas (imagino que exclusivamente tomas de paisajes ya que eso es lo que estaba haciendo), el 2do lo encontramos cerca al cementerio con un joven quien se preparaba para que le tome fotos y fue asi, le indicaba como posar y le hizo varias tomas, seguidamente le pedimos si pudiera tomarnos una foto y dijo que no porque a el no le correspondia estar en ese lugar, que solo estaba de pasada y bla bla bla (yo me pregunto y entonces por que acepto tomarle VARIAS fotos a ese joven y a nosotros no pudo tomarnos SOLO UNA???), y bueno al ultimo fotografo lo encontro mi madre adulto mayor durante su recorrido y tambien se nego a tomarle una foto. Realmente este hecho nos dejo con un sinsabor, por mas lindos lugares que tenga el parque Xcaret, el solo trato de su personal y/o negarse a realizar algo que nos ofrecieron te arruina completamente la experiencia. En ese momento nos quedamos muy malhumorados como es posible que uno pague por algo y no lo cumplan o que en tu delante tomen fotos a otras personas y se nieguen tomartelas a ti, mucho mas por mi madre quien estaba emocionada de encontrar a estos fotografos.El proximo ano viajaran un grupo de amistades, creo que lo pensaria dos veces para recomendarlo, especialmente si van con personas adultas.""|20 de septiembre de 2022;;;;",,,No disponible,No disponible
895,Atraccion divertida y cultural,20 de septiembre de 2022;;;;,"general, naturaleza/atracciones, show",positivo
896,"Realmente fantastico, divertido, emocionante y magico. Viaje con mis 2 hijas y fue una experiencia maravillosa con un marco espectacular. Ya habiamos estado en 2018 y sentimos necesidad de repetir la experiencia. Muy recomendable!!",19 de septiembre de 2022;;;;,<general>,Positivo
897,Excelente.,19 de septiembre de 2022;;;;,<general>,Positivo
898,El espectaculo Mexico Espactacular y el cruce del rio subterraneo.Quiza podria existir una modalidad de entrada valida por dos dias ya que el parque es muy grande para poder visitarlo completo en un solo dia.,19 de septiembre de 2022;;;;,"show, naturaleza/atracciones, no clasificable","Positivo, Neutro, Neutro"
899,"Espectacular, magnifico. He de regresar",19 de septiembre de 2022;;;;,<general>,Positivo
900,"El parque es una maravilla.Apenas estoy aprendiendo a nadar por lo que no nos atrevimos a nadar en los rios. Sin embargo, seguro pudimos haberlo hecho ya que hay personal de apoyo en todo el camino ademas de que es indispensable el uso de chaleco salvavidas.La zona de playa estaba cerrada por el oleaje, sin embargo se puede descansar muy bien en los camastros, ademas de que hay buenos lugares para tomar muchas fotos de recuerdo ademas de las Xelfies.Todo el parque es espectacular pero el show nocturno se lleva una mencion honorifica. Es un show que a uno como mexicano lo hace sentirse orgulloso.",19 de septiembre de 2022;;;;,"general, naturaleza/atracciones, trato personal, show","Positivo, Positivo, Positivo, Positivo"
901,Excelente Servicio,19 de septiembre de 2022;;;;,<trato personal>,Positivo
902,Primero que nada me la pase muy chido todo muy relax. fuera de eso mas adelante en un cuartito Khalid de Pachuca (a si decia su gafete) se porto muy amable y nos dio recomendaciones consejos muy utiles la verdad. La comida pues comimos en el restauran dos playas la comida muy ricaaaaaa y las aguas  mas aun y el servicio ni se digaa nos atendio Victor (no alcance a ver de donde era) pero se porto a la medida la verdad muy atento muy amable la neta me gusto su servicio por que me atendio sin prisa y pues no soy de poner mensajes pero pues gracias cambiaron mi perspectiva de unos anos antes que viste.,19 de septiembre de 2022;;;;,"general, trato personal, buffet","Positivo, Positivo, Positivo"
903,Excelente,18 de septiembre de 2022;;;;,<general>,Positivo
904,"El parque Xcaret es maravilloso, no tiene nada que envidiar a ningun parque del mundo. Las atracciones son formidables, el espectaculo nocturno es precioso y en general todo esta muy bien organizadol",18 de septiembre de 2022;;;;,"<general>, <naturaleza/atracciones>, <show>","Positivo, Positivo, Positivo"
905,Increible parque,18 de septiembre de 2022;;;;,<general>,Positivo
906,"Precioso parque de la naturaleza y cultura mexicanas. Desde los rios subterraneos, su caleta para hacer snorkel, paseos viendo animales, sus espectaculos, sobre todo el de mexico espectacular. Todo increible y muy bonito. Eso si preparaos bien para andar muchisimo y acabar cansadisimos ya que es un dia muy intenso",18 de septiembre de 2022;;;;,"general, naturaleza/atracciones, animales, show",Positivo
907,Encantada,18 de septiembre de 2022;;;;,<general>,Positivo
908,Hermoso lugar!! Personal al pendiente de cada area. El espectaculo nocturno es increible. Regresaria!,18 de septiembre de 2022;;;;,"general, trato personal, show","Positivo, Positivo, Positivo"
909,Un lugar para visitar,18 de septiembre de 2022;;;;,"<general>, <no clasificable>",Positivo
910,"Impresionante, ideal para disfrutar un dia diferente, espectaculos, tradiciones mexicanas, bebidas, comidas, playa, atracciones, vegetacion, animales, relax, masajes",18 de septiembre de 2022;;;;,"general, show, buffet, naturaleza/atracciones, animales, no clasificable",Positivo
911,Una experiencia inolvidable,17 de septiembre de 2022;;;;,<general>,Positivo
912,El espectaculo la diversidad de animales lo bien cuidado que tienen todo la organizacion del parque y los trabajadores muy atentos para ayudarte en todo momento lo recomiendo,17 de septiembre de 2022;;;;,"show, animales, trato personal, general","Positivo, Positivo, Positivo, Positivo"
913,"Bonito, volveria pero no pronto",16 de septiembre de 2022;;;;,<general>,Neutro
